"gene_id","SAMEA4497164_output_filtered.bam","SAMEA4497165_output_filtered.bam","SAMEA4497166_output_filtered.bam","SAMEA4497167_output_filtered.bam"
"PVP01_0205500",1356,1449,1046,1384
"PVP01_0905900",212,153,131,158
"PVP01_1464300",267,375,499,363
"PVP01_0000970",0,0,0,0
"PVP01_0007150",0,0,0,0
"PVP01_0822900",5067,3534,3956,5449
"PVP01_0001850",0,0,0,0
"PVP01_0219500",0,0,0,0
"PVP01_1120300",124,69,94,72
"PVP01_0400500",0,0,0,0
"PVP01_1329700",122,41,89,51
"PVP01_0931400",463,464,530,600
"PVP01_0728600",55,32,88,84
"PVP01_1431800",525,344,682,582
"PVP01_1216400",2283,1701,2137,2305
"PVP01_1205800",119,81,82,117
"PVP01_0728400",6,0,13,12
"PVP01_0727800",340,458,396,576
"PVP01_1017700",86,57,63,117
"PVP01_1201700",1036,508,546,642
"PVP01_0001150",0,0,0,0
"PVP01_1246500",544,441,557,964
"PVP01_0610600",2485,2182,2648,2272
"PVP01_0010230",0,0,0,0
"PVP01_0010820",0,0,0,0
"PVP01_0925800",559,357,678,645
"PVP01_1307800",828,857,1088,1047
"PVP01_0532000",57,16,119,15
"PVP01_0707200",517,307,346,436
"PVP01_1027400",38,23,20,33
"PVP01_0621400",9069,7576,7572,9163
"PVP01_0932300",1508,1360,1937,1627
"PVP01_1403300",258,208,239,248
"PVP01_1330800",1723,939,1490,1460
"PVP01_0006130",0,0,0,0
"PVP01_1204200",228,247,178,243
"PVP01_1256500",4537,4753,5018,4498
"PVP01_0715500",2857,2243,3405,2800
"PVP01_1421700",10,10,19,12
"PVP01_0722400",1144,936,1505,1406
"PVP01_1448200",4223,2261,3476,3413
"PVP01_1344100",1081,869,757,897
"PVP01_0008900",0,0,0,0
"PVP01_0619200",448,271,732,824
"PVP01_1409100",4394,2978,3793,3251
"PVP01_0006160",0,0,0,0
"PVP01_0929000",13,22,15,25
"PVP01_1215700",27,19,8,21
"PVP01_0624300",142,31,74,101
"PVP01_1122600",1066,572,781,870
"PVP01_MIT03200",85,67,321,252
"PVP01_0008090",0,0,0,0
"PVP01_1270900",3,12,2,0
"PVP01_0520700",37,34,60,4
"PVP01_1340900",51,41,60,70
"PVP01_0307200",1431,1010,1513,1197
"PVP01_1020500",89,111,213,190
"PVP01_0003320",0,0,0,0
"PVP01_0319200",55,92,79,62
"PVP01_0516300",561,394,355,473
"PVP01_1219300",887,587,687,723
"PVP01_1009500",768,606,819,617
"PVP01_0813100",12697,15579,16503,15842
"PVP01_0003000",0,0,0,0
"PVP01_1243400",214,118,215,181
"PVP01_0002500",0,0,0,0
"PVP01_0512000",255,340,307,244
"PVP01_0010770",0,0,0,0
"PVP01_1429800",2277,1487,1935,1980
"PVP01_1456600",4803,3143,6336,4501
"PVP01_1245000",8560,6103,6887,6560
"PVP01_1451200",14,14,3,6
"PVP01_0418600",234,242,250,237
"PVP01_1408000",932,399,882,631
"PVP01_1252100",152,228,234,231
"PVP01_1216900",840,989,919,815
"PVP01_0507100",2156,2354,2596,2145
"PVP01_1021500",2227,1636,1998,1959
"PVP01_1235200",6814,4817,3351,5323
"PVP01_1122400",2432,2023,3305,1216
"PVP01_1421500",1672,1608,2469,2097
"PVP01_0808500",22,8,9,83
"PVP01_1435200",110,128,145,108
"PVP01_0000290",0,0,0,0
"PVP01_0928300",326,185,165,210
"PVP01_0210900",470,598,709,663
"PVP01_0003560",0,0,0,0
"PVP01_1209800",2661,2726,4480,3025
"PVP01_1107900",101,40,160,77
"PVP01_1315600",5912,4368,5660,5285
"PVP01_1142200",10062,9621,10525,7636
"PVP01_0004460",0,0,0,0
"PVP01_1344300",1298,756,1453,1178
"PVP01_0710100",370,354,467,522
"PVP01_0613100",7992,6083,6144,8373
"PVP01_0605600",24,31,25,34
"PVP01_0215700",79,60,85,73
"PVP01_0948900",0,0,0,0
"PVP01_1227700",292,220,233,239
"PVP01_0818400",858,730,1128,1374
"PVP01_0000800",0,0,0,0
"PVP01_0211800",1213,830,714,859
"PVP01_0513600",187,99,441,55
"PVP01_0505100",3045,2871,2645,1967
"PVP01_0003310",0,0,0,0
"PVP01_1272700",0,0,0,0
"PVP01_0733400",7749,9691,8351,11440
"PVP01_1342400",20,11,28,51
"PVP01_0534200",0,0,0,0
"PVP01_1312100",592,213,122,237
"PVP01_1108200",408,209,330,400
"PVP01_1437500",352,216,227,331
"PVP01_0913900",378,327,134,511
"PVP01_1207500",27,22,16,25
"PVP01_1133900",14260,12005,27311,10751
"PVP01_1254600",442,317,500,410
"PVP01_0831200",216,164,228,319
"PVP01_1149000",0,0,0,0
"PVP01_0009250",0,0,0,0
"PVP01_0914800",1703,2729,1976,2349
"PVP01_0928500",2894,2662,2015,3224
"PVP01_1404600",13,34,13,24
"PVP01_1132800",305,320,336,675
"PVP01_0624600",859,443,1236,996
"PVP01_0002060",0,0,0,0
"PVP01_0000020",0,0,0,0
"PVP01_1258500",1041,1033,1094,1064
"PVP01_0001470",0,0,0,0
"PVP01_0924500",113,98,192,87
"PVP01_0722100",297,180,440,396
"PVP01_1450700",1380,1544,1008,1551
"PVP01_0624100",3,1,2,4
"PVP01_1466900",7985,7361,13698,15555
"PVP01_0736400",0,0,0,0
"PVP01_1413700",16972,18954,20736,19916
"PVP01_1416100",3076,2859,3633,3209
"PVP01_0207200",367,159,177,248
"PVP01_0917500",8,2,7,2
"PVP01_1341300",748,1099,1032,691
"PVP01_0008120",0,0,0,0
"PVP01_1021700",691,377,335,649
"PVP01_1274100",0,0,0,0
"PVP01_1317000",782,886,820,980
"PVP01_1129800",2768,2235,2306,2652
"PVP01_0527500",300,204,745,218
"PVP01_0005430",0,0,0,0
"PVP01_1228000",329,1147,557,943
"PVP01_0002150",0,0,0,0
"PVP01_1444400",316,365,300,420
"PVP01_1243500",171,159,160,124
"PVP01_1118700",1366,1027,1705,1393
"PVP01_0719000",7946,7138,6030,8096
"PVP01_0412900",22,30,35,28
"PVP01_0315600",2936,2444,3111,2776
"PVP01_1417500",1009,727,678,1160
"PVP01_1035700",0,0,0,0
"PVP01_0004490",0,0,0,0
"PVP01_0501900",988,465,1064,335
"PVP01_0009940",0,0,0,0
"PVP01_0949800",0,0,0,0
"PVP01_1456800",3187,1960,4805,2144
"PVP01_0505000",306,353,481,297
"PVP01_0007790",0,0,0,0
"PVP01_0213400",345,269,300,341
"PVP01_0000150",0,0,0,0
"PVP01_1124300",457,329,640,429
"PVP01_1232300",1447,778,1043,1126
"PVP01_0809600",938,887,722,712
"PVP01_0000210",0,0,0,0
"PVP01_1148400",0,0,0,0
"PVP01_1137200",421,188,401,408
"PVP01_0734300",154,183,151,123
"PVP01_0711700",2945,3175,3154,3157
"PVP01_0009990",0,0,0,0
"PVP01_0005860",0,0,0,0
"PVP01_0704400",3993,2805,3314,4237
"PVP01_1316600",119,95,141,121
"PVP01_1209600",2881,2813,3250,2484
"PVP01_0909600",4272,2604,1666,2559
"PVP01_1115800",4230,2735,3493,4991
"PVP01_0000200",0,0,0,0
"PVP01_0906600",3609,2750,3016,3015
"PVP01_1213300",102,119,53,37
"PVP01_0000770",0,0,0,0
"PVP01_0940500",15615,18175,19702,16583
"PVP01_0320200",25,2,38,19
"PVP01_0836800",1101,1118,827,868
"PVP01_0815400",313,214,299,237
"PVP01_0810000",604,388,355,522
"PVP01_0706400",3,1,1,1
"PVP01_0531200",0,0,0,0
"PVP01_0000370",0,0,0,0
"PVP01_1219500",115,80,99,146
"PVP01_0008830",0,0,0,0
"PVP01_0513700",271,197,326,174
"PVP01_0005360",0,0,0,0
"PVP01_0937000",685,660,1375,1023
"PVP01_0831900",212,289,211,283
"PVP01_0009170",0,0,0,0
"PVP01_0707500",92,54,96,76
"PVP01_0204500",3181,2806,3330,4275
"PVP01_0808100",506,203,557,306
"PVP01_1414600",83,78,55,90
"PVP01_0613300",14,4,24,20
"PVP01_1423000",21707,19508,25480,22804
"PVP01_1035600",0,0,0,0
"PVP01_0906900",280,314,181,329
"PVP01_0006460",0,0,0,0
"PVP01_1146900",142,218,317,173
"PVP01_0318000",183,148,93,199
"PVP01_1417800",3489,3024,3071,3834
"PVP01_0006920",0,0,0,0
"PVP01_1109100",2758,2298,2899,2946
"PVP01_0606500",303,200,214,166
"PVP01_0512800",114,113,131,120
"PVP01_0007610",0,0,0,0
"PVP01_0610100",5057,9009,8706,5159
"PVP01_0944500",0,0,0,0
"PVP01_0714300",3,1,7,8
"PVP01_0316100",909,728,1345,994
"PVP01_0804000",4989,2245,8043,2515
"PVP01_0313700",8702,7599,4709,7755
"PVP01_0000990",0,0,0,0
"PVP01_1142000",3648,4795,3107,3743
"PVP01_1002500",1646,1875,2731,2527
"PVP01_1252800",1115,817,903,993
"PVP01_0604900",88,98,76,95
"PVP01_1035200",0,0,0,0
"PVP01_0000280",0,0,0,0
"PVP01_1202700",1669,1051,811,910
"PVP01_0008080",0,0,0,0
"PVP01_0620200",1055,747,826,1062
"PVP01_1406700",524,375,528,628
"PVP01_0414300",2341,850,1460,4010
"PVP01_0819000",760,1296,915,1033
"PVP01_1402400",14076,10967,8186,9056
"PVP01_1018400",270,430,280,317
"PVP01_1144400",2149,1744,1689,2847
"PVP01_0916600",4,11,11,8
"PVP01_0714000",432,451,467,642
"PVP01_1445400",1608,1447,1585,2524
"PVP01_0608600",1339,472,2731,227
"PVP01_1144100",2932,4612,4411,5382
"PVP01_0730100",462,357,389,455
"PVP01_0504300",106,57,118,65
"PVP01_1148700",0,0,0,0
"PVP01_0941200",401,352,532,523
"PVP01_0942200",413,51,278,281
"PVP01_0905700",1857,1600,1467,2173
"PVP01_1248000",151,193,268,194
"PVP01_1409600",1517,850,1204,1012
"PVP01_1005300",91,130,133,158
"PVP01_1263700",3,5,1,13
"PVP01_1445500",342,196,192,521
"PVP01_0108900",534,510,533,675
"PVP01_1426700",4582,3540,5134,4931
"PVP01_0311200",831,810,1091,1170
"PVP01_1447600",423,562,505,556
"PVP01_1220600",1240,1114,939,1846
"PVP01_0932400",2595,3219,3865,2938
"PVP01_0307400",2185,2805,2655,3310
"PVP01_1442500",1043,796,1059,1008
"PVP01_1026000",420,355,965,384
"PVP01_1010100",346,154,257,339
"PVP01_0534600",0,0,0,0
"PVP01_0006360",0,0,0,0
"PVP01_1223800",757,210,675,262
"PVP01_0011080",0,0,0,0
"PVP01_0824700",134,35,116,110
"PVP01_0418000",339,608,366,421
"PVP01_0522500",52,45,32,24
"PVP01_0212400",23,4,151,9
"PVP01_0723000",1448,1125,1207,2099
"PVP01_1255400",1920,1582,1743,2234
"PVP01_1111600",916,910,778,1075
"PVP01_1025000",2004,2226,1712,1719
"PVP01_0010640",0,0,0,0
"PVP01_1448800",44,52,38,41
"PVP01_1034500",0,0,0,0
"PVP01_0931800",2111,2161,2217,1525
"PVP01_1450800",36,30,12,91
"PVP01_0508100",64,68,133,116
"PVP01_1233900",870,3352,857,1436
"PVP01_0001110",0,0,0,0
"PVP01_0003440",0,0,0,0
"PVP01_0520500",1265,1106,1766,1102
"PVP01_1242400",383,343,469,449
"PVP01_1332000",188,171,417,421
"PVP01_0527400",3052,1728,2518,2608
"PVP01_0000870",0,0,0,0
"PVP01_0417000",2911,3168,2863,3286
"PVP01_0515700",205,298,321,283
"PVP01_0828500",4390,3672,2753,4416
"PVP01_0007190",0,0,0,0
"PVP01_0004930",0,0,0,0
"PVP01_1106000",282,277,446,292
"PVP01_0948000",0,0,0,0
"PVP01_1301200",0,0,0,2
"PVP01_1127200",3944,6906,6987,7529
"PVP01_0004840",0,0,0,0
"PVP01_1454400",246,186,347,266
"PVP01_1011000",3004,2029,2227,2594
"PVP01_1222800",1306,1027,1395,1593
"PVP01_0604000",368,374,394,375
"PVP01_0817100",2941,3556,2685,3760
"PVP01_0122100",0,0,0,0
"PVP01_0002730",0,0,0,0
"PVP01_0210800",234,145,225,213
"PVP01_1320800",1449,1164,1697,1406
"PVP01_0120500",0,0,0,0
"PVP01_1251700",613,718,808,1083
"PVP01_0011140",0,0,0,0
"PVP01_1437600",41,60,105,107
"PVP01_1254400",7916,11209,9858,10310
"PVP01_0216100",857,559,1450,445
"PVP01_1142500",512,498,656,555
"PVP01_0818500",1198,974,1116,1106
"PVP01_1026500",110,346,279,321
"PVP01_1000200",10901,15195,94308,6256
"PVP01_1300400",18,14,60,33
"PVP01_0001140",0,0,0,0
"PVP01_0003430",0,0,0,0
"PVP01_1230100",1035,805,781,1076
"PVP01_0006040",0,0,0,0
"PVP01_0103700",3937,4600,5802,6306
"PVP01_1309000",1255,673,1390,1385
"PVP01_0007340",0,0,0,0
"PVP01_1415800",1218,1166,1169,1422
"PVP01_0925100",2396,3084,2032,2207
"PVP01_0725800",3551,3122,2442,3511
"PVP01_0008340",0,0,0,0
"PVP01_1271100",143,62,15,101
"PVP01_0007480",0,0,0,0
"PVP01_0009280",0,0,0,0
"PVP01_0949900",0,0,0,0
"PVP01_1100800",1895,1102,1370,1253
"PVP01_0400400",0,0,0,0
"PVP01_1308600",156,129,61,174
"PVP01_0503500",293,194,217,279
"PVP01_1402100",259,240,409,326
"PVP01_1202900",52,58,116,66
"PVP01_0010340",0,0,0,0
"PVP01_0103900",112,127,178,129
"PVP01_0700600",571,318,622,664
"PVP01_0003910",0,0,0,0
"PVP01_0005770",0,0,0,0
"PVP01_0006670",0,0,0,0
"PVP01_0317300",18,26,78,113
"PVP01_1426400",71,101,181,106
"PVP01_0100300",778,753,938,635
"PVP01_1256100",1036,1043,1193,1165
"PVP01_0823000",364,195,224,403
"PVP01_1405100",26,33,79,2
"PVP01_1263900",657,350,547,430
"PVP01_0110100",909,1013,917,773
"PVP01_1465100",1307,759,1288,1199
"PVP01_0007700",0,0,0,0
"PVP01_0118000",51,20,17,25
"PVP01_0932900",2349,2289,4136,3038
"PVP01_0707600",9121,5738,8233,8146
"PVP01_1462900",106,157,204,129
"PVP01_0620900",4789,3879,3604,4369
"PVP01_1326800",3040,3513,3520,3484
"PVP01_1203100",1522,1029,2308,2140
"PVP01_1113600",92,59,94,70
"PVP01_0003280",0,0,0,0
"PVP01_0003270",0,0,0,0
"PVP01_0535000",0,0,0,0
"PVP01_0523500",68,86,111,94
"PVP01_0413800",26,212,99,35
"PVP01_0121700",0,0,0,0
"PVP01_0921800",1286,1030,676,1316
"PVP01_0932700",421,322,844,397
"PVP01_1316900",401,514,805,708
"PVP01_1009600",2145,1745,3899,1157
"PVP01_1310500",4475,3313,3886,3783
"PVP01_1270000",915,311,731,866
"PVP01_0420200",31,16,57,31
"PVP01_0815800",1516,2501,2945,2482
"PVP01_0003480",0,0,0,0
"PVP01_0526500",16,61,23,0
"PVP01_0603600",42,60,94,93
"PVP01_0312800",2612,1588,2516,2506
"PVP01_1224800",69,194,152,240
"PVP01_1423900",47,24,112,48
"PVP01_0944700",0,0,0,0
"PVP01_0103000",8,12,14,22
"PVP01_0114300",1563,1118,1422,1223
"PVP01_0109500",48,31,25,53
"PVP01_0929200",1442,1074,991,1478
"PVP01_0733700",1207,1107,891,1136
"PVP01_0002900",0,0,0,0
"PVP01_1240700",58,66,137,159
"PVP01_0005850",0,0,0,0
"PVP01_0008540",0,0,0,0
"PVP01_0918800",1380,2179,1400,2497
"PVP01_0919300",3719,2889,2800,3388
"PVP01_1001500",1232,661,660,492
"PVP01_0534000",0,0,0,0
"PVP01_0003010",0,0,0,0
"PVP01_1200400",21,33,59,46
"PVP01_0005530",0,0,0,0
"PVP01_0738600",0,0,0,0
"PVP01_0916000",780,472,883,823
"PVP01_0202200",709,833,421,425
"PVP01_0615300",659,450,475,570
"PVP01_1226600",171,195,256,237
"PVP01_0010370",0,0,0,0
"PVP01_0733500",12195,6939,6480,10336
"PVP01_0726500",840,521,575,761
"PVP01_0120700",0,0,0,0
"PVP01_1341600",757,412,255,468
"PVP01_0734000",18,16,51,5
"PVP01_0826600",1896,1372,1543,1485
"PVP01_0006770",0,0,0,0
"PVP01_0000480",0,0,0,0
"PVP01_0412400",4040,3213,3513,4601
"PVP01_1346900",0,0,0,0
"PVP01_0515200",5765,7568,8421,7099
"PVP01_1416700",551,317,522,490
"PVP01_1403800",869,523,938,817
"PVP01_0200800",9,3,3,1
"PVP01_0004100",0,0,0,0
"PVP01_0817300",190,178,342,290
"PVP01_0605900",2523,2226,1920,3327
"PVP01_1422400",2273,1401,1620,2059
"PVP01_0709700",193,170,181,177
"PVP01_1269500",6,8,43,13
"PVP01_1262500",144,94,213,153
"PVP01_0915700",21,16,19,22
"PVP01_0720300",1061,1056,729,1183
"PVP01_0950100",0,0,0,0
"PVP01_1239800",144,126,278,124
"PVP01_0614200",2147,1853,1586,2298
"PVP01_1422300",1575,1017,978,1215
"PVP01_0838700",133,109,193,111
"PVP01_0304300",231,216,242,261
"PVP01_0004170",0,0,0,0
"PVP01_0306700",135,34,357,263
"PVP01_1419700",871,915,712,901
"PVP01_0619700",1546,1947,1896,1621
"PVP01_0304600",35,16,36,50
"PVP01_1138200",1054,1019,1159,948
"PVP01_1343100",1163,1236,969,1724
"PVP01_0007140",0,0,0,0
"PVP01_0608800",164,128,299,124
"PVP01_0724200",658,658,414,757
"PVP01_0925700",19,18,13,25
"PVP01_0008130",0,0,0,0
"PVP01_0735100",19,89,14,34
"PVP01_0403000",335,178,389,369
"PVP01_1026100",1217,951,676,1094
"PVP01_0002400",0,0,0,0
"PVP01_1223700",3460,3322,2778,3457
"PVP01_0926100",1,0,4,4
"PVP01_1126600",13756,20385,17765,16883
"PVP01_1111200",187,73,115,141
"PVP01_0615100",820,685,809,1167
"PVP01_1265700",1457,677,1363,1252
"PVP01_1103500",3482,3905,4349,4058
"PVP01_0413100",102,662,102,724
"PVP01_0915800",1489,1593,1545,2133
"PVP01_0928600",853,636,491,773
"PVP01_0001750",0,0,0,0
"PVP01_1451000",1744,1814,2788,2785
"PVP01_0309600",582,327,359,505
"PVP01_1029400",694,339,449,483
"PVP01_0219200",0,0,0,0
"PVP01_0411300",1620,1025,1690,1640
"PVP01_1030600",1337,1101,1682,1284
"PVP01_0949100",0,0,0,0
"PVP01_1204800",279,238,384,339
"PVP01_0207900",10183,12016,8028,11397
"PVP01_1468400",476,325,412,383
"PVP01_0414900",86,94,125,134
"PVP01_0816900",472,391,856,433
"PVP01_MIT00500",121,169,464,449
"PVP01_0509700",5194,5288,6225,5081
"PVP01_0611600",647,518,578,739
"PVP01_0828800",11627,12293,10012,16902
"PVP01_0527300",332,183,256,188
"PVP01_0310900",214,258,184,139
"PVP01_1329500",1362,951,1241,1510
"PVP01_1327300",667,818,1124,953
"PVP01_1248900",977,798,1081,846
"PVP01_0737700",0,0,0,0
"PVP01_1119300",113,122,142,167
"PVP01_1419100",493,375,651,730
"PVP01_1314300",1,2,2,3
"PVP01_1257800",42,1,88,87
"PVP01_1267200",865,716,711,755
"PVP01_1137600",33439,43034,41263,46952
"PVP01_1224600",778,653,811,1014
"PVP01_0010210",0,0,0,0
"PVP01_0002840",0,0,0,0
"PVP01_0803900",7072,7797,6004,7485
"PVP01_1469200",9169,7462,8530,8500
"PVP01_1148000",12,33,13,12
"PVP01_0422900",0,0,0,0
"PVP01_1332900",6,3,5,7
"PVP01_0940600",1676,1977,1385,2959
"PVP01_0904400",387,274,604,479
"PVP01_0944600",0,0,0,0
"PVP01_1417700",4104,3247,2936,3824
"PVP01_1313300",13410,10988,20097,10847
"PVP01_0924100",472,340,491,527
"PVP01_1305600",472,443,638,491
"PVP01_0200600",0,0,0,1
"PVP01_0902800",51,45,99,100
"PVP01_1115700",147,122,105,162
"PVP01_1329300",844,757,825,700
"PVP01_0007360",0,0,0,0
"PVP01_0214700",352,8,18,143
"PVP01_0007260",0,0,0,0
"PVP01_0617300",1134,999,1137,930
"PVP01_1241600",206,314,283,391
"PVP01_0104700",202,394,629,392
"PVP01_0601900",240,189,83,159
"PVP01_0003650",0,0,0,0
"PVP01_1012600",2277,1466,1938,2572
"PVP01_1314600",71,8,17,7
"PVP01_1227100",542,398,251,378
"PVP01_0005550",0,0,0,0
"PVP01_1467300",3671,2022,4698,3883
"PVP01_0405000",639,788,1053,1194
"PVP01_1226700",340,297,318,479
"PVP01_1032300",33,40,39,58
"PVP01_0010500",0,0,0,0
"PVP01_1442300",5632,4630,4223,5558
"PVP01_0719300",818,781,1131,1246
"PVP01_0944200",0,0,0,0
"PVP01_0104100",5417,7838,5101,7347
"PVP01_1135400",1965,1819,1344,2100
"PVP01_0946300",0,0,0,0
"PVP01_0814400",8886,11289,11403,12973
"PVP01_1449400",99,44,163,46
"PVP01_1441100",929,589,794,836
"PVP01_1260500",6557,5009,4324,5731
"PVP01_1240800",368,193,733,738
"PVP01_1245500",24,8,25,7
"PVP01_1419500",48,34,60,55
"PVP01_1329800",502,279,535,405
"PVP01_0947600",0,0,0,0
"PVP01_0703900",85,71,114,74
"PVP01_0002920",0,0,0,0
"PVP01_0010030",0,0,0,0
"PVP01_1032800",0,2,4,0
"PVP01_1420300",1149,899,1468,1306
"PVP01_1410700",3227,5242,4882,4733
"PVP01_0008960",0,0,0,0
"PVP01_API01700",0,0,0,0
"PVP01_1032100",3,9,7,9
"PVP01_0004730",0,0,0,0
"PVP01_0207000",2238,1117,875,1186
"PVP01_1227000",59,40,33,61
"PVP01_1216200",595,619,777,963
"PVP01_0920900",997,512,26,1664
"PVP01_1432300",326,471,330,803
"PVP01_0945900",0,0,0,0
"PVP01_1246400",2425,2192,1627,2413
"PVP01_0002800",0,0,0,0
"PVP01_1343300",2050,1766,1294,1598
"PVP01_0506900",885,847,891,958
"PVP01_0802200",1076,352,373,419
"PVP01_0826200",0,2,0,2
"PVP01_1414400",2061,2623,2451,2628
"PVP01_0943800",0,0,0,0
"PVP01_0112400",0,0,0,0
"PVP01_1272400",0,0,0,0
"PVP01_0009880",0,0,0,0
"PVP01_0713200",1,2,0,0
"PVP01_0722500",5077,5002,5555,4959
"PVP01_API01200",0,0,0,0
"PVP01_0319600",11198,12950,62161,7987
"PVP01_1018000",97,100,70,116
"PVP01_1308300",2888,1694,1805,1980
"PVP01_0734900",52,59,187,117
"PVP01_0401100",49,13,102,4
"PVP01_1124800",139,215,332,101
"PVP01_0715000",136,66,120,126
"PVP01_1407100",11,19,45,45
"PVP01_1271500",0,0,0,0
"PVP01_1271600",0,0,0,0
"PVP01_1343000",1031,1008,1153,1224
"PVP01_0529900",34,37,51,72
"PVP01_1472300",38,1,21,8
"PVP01_1336300",38,58,136,116
"PVP01_0731700",950,504,701,730
"PVP01_1208300",1483,1164,1280,1504
"PVP01_0800200",405,105,620,291
"PVP01_0106200",2680,2024,2681,1991
"PVP01_0301700",58,88,84,48
"PVP01_1444100",417,143,175,560
"PVP01_0521600",141,138,142,154
"PVP01_1407500",480,546,500,648
"PVP01_0007290",0,0,0,0
"PVP01_0948500",0,0,0,0
"PVP01_0415800",4711,4649,4097,4654
"PVP01_0006650",0,0,0,0
"PVP01_0518600",4671,5080,2928,4145
"PVP01_1270200",25,20,316,34
"PVP01_1128600",794,485,334,617
"PVP01_1428200",1614,1386,1781,1583
"PVP01_0816800",10257,15124,7342,8926
"PVP01_1339400",346,164,275,208
"PVP01_1344800",38,52,140,117
"PVP01_0005720",0,0,0,0
"PVP01_0003460",0,0,0,0
"PVP01_0901500",345,321,341,409
"PVP01_0822100",4,1,5,5
"PVP01_0510200",731,1153,1220,1145
"PVP01_0824100",606,672,1049,724
"PVP01_0005230",0,0,0,0
"PVP01_1247100",1170,782,782,1047
"PVP01_0002880",0,0,0,0
"PVP01_1006000",99,89,54,90
"PVP01_0602200",4714,6594,6127,5658
"PVP01_0207600",2346,1440,2313,2196
"PVP01_0803300",167,67,114,157
"PVP01_0401900",12,7,9,8
"PVP01_1007200",3455,2407,2358,2571
"PVP01_1009100",270,77,260,393
"PVP01_1131300",11,14,18,7
"PVP01_0006120",0,0,0,0
"PVP01_0622200",1683,1306,1481,1808
"PVP01_1143400",1152,1188,1011,1279
"PVP01_0414200",11331,21887,7421,23234
"PVP01_1221400",934,456,488,569
"PVP01_0827500",0,0,0,0
"PVP01_0712800",489,550,652,615
"PVP01_1328400",2533,2081,1770,2631
"PVP01_1410000",545,826,932,659
"PVP01_0613500",4,4,12,6
"PVP01_0719200",728,529,840,913
"PVP01_1432600",264,228,197,270
"PVP01_0906700",10,3,8,4
"PVP01_0731200",7660,7527,11067,7730
"PVP01_0004270",0,0,0,0
"PVP01_0729200",2274,1987,2029,2325
"PVP01_0007280",0,0,0,0
"PVP01_0002340",0,0,0,0
"PVP01_1443900",569,438,493,642
"PVP01_1103000",77,44,30,44
"PVP01_0735700",78,35,83,2
"PVP01_1209000",1007,720,897,1121
"PVP01_1211100",35,46,26,26
"PVP01_0307100",3163,2836,6312,4035
"PVP01_1402300",207,73,488,2
"PVP01_1223300",715,566,650,756
"PVP01_0731400",5894,4943,3819,7038
"PVP01_0600800",32,36,25,20
"PVP01_1034100",0,0,0,0
"PVP01_0008920",0,0,0,0
"PVP01_0623100",3876,3393,4631,5053
"PVP01_0010620",0,0,0,0
"PVP01_0943200",36,119,6,70
"PVP01_1338200",444,238,245,286
"PVP01_1274400",0,0,0,0
"PVP01_0931500",503,180,442,815
"PVP01_1021800",1154,2509,1636,2793
"PVP01_0119700",0,0,0,0
"PVP01_0522600",1654,1807,1834,1279
"PVP01_0610800",13,14,35,11
"PVP01_1008600",2141,2057,2123,1921
"PVP01_0609000",3,20,31,6
"PVP01_1417600",594,457,370,479
"PVP01_0830100",440,282,390,420
"PVP01_1243900",62,25,32,35
"PVP01_1034600",0,0,0,0
"PVP01_1448400",4948,7590,4477,5107
"PVP01_0415400",288,287,821,396
"PVP01_1262800",689,386,416,590
"PVP01_1220400",26,35,25,19
"PVP01_1242700",265,103,251,254
"PVP01_1200500",407,252,1708,148
"PVP01_1468900",2288,3260,3252,3562
"PVP01_1268100",39,54,44,50
"PVP01_1438600",2072,2131,1982,2758
"PVP01_0620400",63699,60697,68662,68500
"PVP01_1310800",5939,4575,4145,4530
"PVP01_1243300",15,9,15,15
"PVP01_1242100",1109,591,889,1061
"PVP01_0610200",1100,1239,1710,1240
"PVP01_1323400",1564,1541,1238,1736
"PVP01_0403200",1055,821,1465,838
"PVP01_1423100",585,560,457,542
"PVP01_1022200",672,772,599,830
"PVP01_1425000",746,390,411,295
"PVP01_0620000",6019,4547,4155,5900
"PVP01_0522800",108,109,217,191
"PVP01_0004540",0,0,0,0
"PVP01_0309400",127,53,50,49
"PVP01_1421000",1602,1528,3156,1704
"PVP01_0009420",0,0,0,0
"PVP01_API02700",0,0,0,0
"PVP01_1107500",2,10,4,3
"PVP01_0103100",7,20,11,13
"PVP01_0301800",107,103,125,58
"PVP01_0732400",8,17,40,17
"PVP01_1308900",830,608,716,394
"PVP01_0521400",641,1162,1009,812
"PVP01_0108200",4101,3166,2077,3023
"PVP01_1004500",4239,4368,3173,4924
"PVP01_0009710",0,0,0,0
"PVP01_0423600",0,0,0,0
"PVP01_0003610",0,0,0,0
"PVP01_1217700",253,212,157,218
"PVP01_1221700",2686,2848,2718,3206
"PVP01_1132700",764,885,732,1733
"PVP01_1462600",907,609,739,717
"PVP01_1121900",3,9,6,8
"PVP01_1104000",260,167,372,129
"PVP01_1440700",1544,2126,3242,4532
"PVP01_1028800",3747,1834,1077,2471
"PVP01_0710500",888,532,1267,525
"PVP01_1425200",1474,795,1902,884
"PVP01_0007650",0,0,0,0
"PVP01_1273600",0,0,0,0
"PVP01_0737300",0,0,0,0
"PVP01_0008590",0,0,0,0
"PVP01_0613200",21,31,20,21
"PVP01_0530700",1121,1099,1246,1261
"PVP01_1212800",150,99,171,192
"PVP01_0522400",39,22,58,25
"PVP01_0718900",597,670,720,921
"PVP01_0002090",0,0,0,0
"PVP01_0007640",0,0,0,0
