SAMEA4497164_output_filtered.bam,SAMEA4497165_output_filtered.bam,SAMEA4497166_output_filtered.bam,SAMEA4497167_output_filtered.bam,gene_id
201.58602416817777,132.32945742211942,150.62570269902378,216.67495193922105,PVP01_1114900
144.47711234668813,131.9180307859116,89.52360247703214,159.22198911039874,PVP01_0706500
195.3085843433101,180.06243819246973,184.5300586480229,131.0105305876039,PVP01_0927400
60.47825977744039,71.27256238853073,37.261153911001365,63.51871951871546,PVP01_1016800
54.05628440232652,30.750346170773845,64.37724306539242,47.80546910477662,PVP01_1332200
3.322824928465279,4.783886553997939,27.699588237752728,2.2937438417037175,PVP01_1400600
6.557330832061539,6.701341543932526,22.05366698928377,13.764859543722844,PVP01_1016500
20.65236135996548,16.133547681189377,19.8811472402828,23.0710832376869,PVP01_0516500
0,0,0,0,PVP01_API00500
0.2621631275119842,0,0.19593535706969487,0.09905782850214831,PVP01_1462500
429.67257142802424,515.3063951544236,369.4909589050943,413.6275749528175,PVP01_1230500
18.939785028804717,8.509918586745133,37.06319197089343,11.750829426896066,PVP01_1260000
305.0426907666212,276.7738891172865,292.38848239692464,394.3098016965581,PVP01_0414400
23.8320195831914,17.38427536302976,28.658349416978474,21.473180888207636,PVP01_1256000
185.4177941333167,129.72584501354115,205.17052676597348,190.59483333712717,PVP01_1236000
0,0,0,0,PVP01_0424400
0,0,0,0,PVP01_0010660
26.41615696691799,14.125972507969708,10.418219390049229,14.643215160129023,PVP01_1471500
471.05609187328247,396.0069035944651,371.4494647127859,647.269351468097,PVP01_1215100
0,0,0,0,PVP01_0840600
0,0,0,0,PVP01_0008840
41.98017521946573,45.40778288708894,71.1288321424088,71.19932303712497,PVP01_0211000
0,0,0,0,PVP01_0004500
135.92012130235398,192.41321338246215,128.73956456651737,165.8145031183814,PVP01_0603100
59.25454544140904,46.36730848214954,95.06755231107216,65.48544965817112,PVP01_1314000
307.8611016712022,259.1014951143278,393.23209852626724,354.2470454651496,PVP01_0935300
130.48950885554413,82.58616875949492,113.38656831760342,108.60993608659352,PVP01_0702000
0,0,0,0,PVP01_0001160
0,0,0,0,PVP01_0001310
462.0231758866507,730.6631116146682,555.1845218235192,778.4238975081605,PVP01_1249300
8.439986918993982,6.08102596844484,2.4899500747132177,6.042377678073556,PVP01_0317800
29.986999436264405,8.24045058235015,14.785476590223784,25.080599131395005,PVP01_1131900
0,0,0,0,PVP01_0002780
243.0988605315621,262.61409059477865,249.03604035644813,236.0470142554564,PVP01_1214200
4.337840626930001,1.838212575522274,3.2878908698524407,2.9379102306978626,PVP01_1449900
33.38240780686395,12.844125419377185,68.55360465377818,8.267980971687113,PVP01_1146200
0,0,0,0,PVP01_0002300
292.16516817976077,251.9263711889714,312.04078258964887,252.17950050577338,PVP01_1103600
1281.9592408499493,1194.546269088215,970.5611661611977,1326.7661001673494,PVP01_0724800
94.33966678248255,65.6026066932342,127.49283638964113,125.22834533103976,PVP01_1239200
1.6569579909803083,1.4593831512445163,4.917083151690932,1.196914508706456,PVP01_1470800
9.01912739017338,10.50332498357295,14.417632417824647,12.968799663284676,PVP01_1001200
61.26426032223568,52.328758107541994,55.588226987186864,52.28994357507932,PVP01_0930400
54.35002625440322,34.781729796187705,44.50047266961377,53.17668710803062,PVP01_0726650
14.542488533886182,9.490037640681624,15.312975230378672,14.319209291139511,PVP01_1012400
0,0,0,0,PVP01_0006630
43.27071409882013,48.83694926875675,34.74276518227323,47.184489583298365,PVP01_1133100
0,0,0,0,PVP01_0008640
1.6892752016517858,6.18071727702102,7.973871912238302,4.95514103514153,PVP01_1414300
4.713353787995967,2.4690160719545693,1.9770054046671914,5.088375924369158,PVP01_0804600
656.6739176298845,521.6645434328102,800.7268612394702,350.8303614402508,PVP01_0817600
310.58757008708665,224.84403486263284,176.5334026007491,194.64643172164364,PVP01_1207700
2.401821699905295,0.8990576161807987,2.916992636947605,1.7016068699755542,PVP01_1438200
0,0,0,0,PVP01_0200400
0,0,0,0,PVP01_0001340
0,0,0,0,PVP01_0009920
388.23168603483646,431.67489018200945,476.34136475830434,334.91156750704215,PVP01_1031900
716.5519105651653,777.9192801182226,810.840284442995,459.39473172881355,PVP01_0210600
15.133228443220142,14.454448426108428,12.715156721346164,11.687860478049268,PVP01_0902700
20.920921658619978,14.153373820922674,13.45411963043605,16.820954871417,PVP01_1101700
