SAMEA4497164_output_filtered.bam,SAMEA4497165_output_filtered.bam,SAMEA4497166_output_filtered.bam,SAMEA4497167_output_filtered.bam,gene_id
124.37857691176568,81.64727522944767,92.93605856529767,133.68844534649938,PVP01_1114900
103.59008955257538,94.58522807349861,64.18842297603204,114.1621661921559,PVP01_0706500
538.8563842031925,496.79226697302397,509.1184318098952,361.45805389119914,PVP01_0927400
141.76104091832028,167.06288623871603,87.34014476738719,148.88787855186902,PVP01_1016800
119.68061366675092,68.0812664220933,142.53121614677883,105.84130859797544,PVP01_1332200
3.0536761092595914,4.396391743124106,25.455921590494757,2.1079505905257165,PVP01_1400600
5.285208650641601,5.401281284409616,17.77525559336272,11.094476792240613,PVP01_1016500
27.01328865883485,21.102680366995706,26.004540590289903,30.176976874894464,PVP01_0516500
0,0,0,0,PVP01_API00500
0.5872454056268446,0,0.4388951998361165,0.22188953584481225,PVP01_1462500
449.0078371422853,538.4951829363727,386.1180520558235,432.24081582569426,PVP01_1230500
19.848894710187345,8.9183946789089,38.84222518549631,12.314869239387079,PVP01_1260000
374.8974669521775,340.1551097251451,359.3454448658204,484.60674628506996,PVP01_0414400
22.902570819446936,16.7062886238716,27.540673789716312,20.63572683356754,PVP01_1256000
203.77415575251504,142.56870366988173,225.48240891580485,209.46372183750276,PVP01_1236000
0,0,0,0,PVP01_0424400
0,0,0,0,PVP01_0010660
39.22799309587322,20.977069174335018,15.471055794223107,21.7451745127916,PVP01_1471500
570.9199833504183,479.96036715649166,450.19675123189654,784.4904539793337,PVP01_1215100
0,0,0,0,PVP01_0840600
0,0,0,0,PVP01_0008840
51.67759569516232,55.89698073400649,87.55959236730524,87.64636665870084,PVP01_0211000
0,0,0,0,PVP01_0004500
262.73359447745025,371.93474146829936,248.85357830707807,320.51943452783127,PVP01_0603100
65.65403634908122,51.37497779822169,105.33484796066797,72.5578782212536,PVP01_1314000
255.21685328542662,214.79513944977774,325.98940967827554,293.670800690609,PVP01_0935300
179.8145432029398,113.803740550584,156.2466911416575,149.66449192732586,PVP01_0702000
0,0,0,0,PVP01_0001160
0,0,0,0,PVP01_0001310
509.6115630029757,805.921412110979,612.3685275713416,858.601558951501,PVP01_1249300
11.157662706910045,8.03911633028408,3.291713998770874,7.988023290413241,PVP01_0317800
33.825335364106245,9.295228256890967,16.678017593772427,28.290915820213563,PVP01_1131900
0,0,0,0,PVP01_0002780
302.9011802223264,327.2171568810942,310.2989062841344,294.11457976229866,PVP01_1214200
6.224801299644552,2.6378350458744633,4.718123398238252,4.215901181051433,PVP01_1449900
38.523298609121,14.82212073396127,79.11085977046001,9.541250041326927,PVP01_1146200
0,0,0,0,PVP01_0002300
364.9142950565212,314.6560376150253,389.73893745447145,314.972196131711,PVP01_1103600
1493.482515590191,1391.6464034877706,1130.7037585777953,1545.682506694962,PVP01_0724800
116.50948847636596,81.01921926614423,157.4536529412068,154.65700648383412,PVP01_1239200
1.9966343791312715,1.7585566972496423,5.925085197787573,1.4422819829912796,PVP01_1470800
10.570417301283202,12.309896880747496,16.897465193690486,15.199433205369639,PVP01_1001200
69.412406945093025,59.28848293584508,62.98146117648272,59.24450607056487,PVP01_0930400
72.23118489210188,46.224918899133456,59.1411281779167,70.6718171665727,PVP01_0726650
13.858991572793531,9.044005871569588,14.593265394550874,13.646206454455953,PVP01_1012400
0,0,0,0,PVP01_0006630
50.97290120841011,57.52992623859544,40.926977384717866,55.58332872912547,PVP01_1133100
0,0,0,0,PVP01_0008640
2.231532541382009,8.164727522944768,10.533484796066796,6.545741307421961,PVP01_1414300
5.755004975143076,3.0146686238565295,2.413923599098641,6.212907003654743,PVP01_0804600
785.3820054853419,623.910793945641,957.6693260424063,419.59311228253995,PVP01_0817600
279.528813078378,202.35963137636955,158.8800623406742,175.18178854947928,PVP01_1207700
2.3489816225073783,0.8792783486248211,2.8528187989347575,1.664171518836092,PVP01_1438200
0,0,0,0,PVP01_0200400
0,0,0,0,PVP01_0001340
0,0,0,0,PVP01_0009920
456.1722310909328,507.21799596386114,559.7011035910076,393.52109182077453,PVP01_1031900
972.3609426369292,1055.636463120428,1100.3102659891442,623.398650956,PVP01_0210600
18.674403898933654,17.8367893578178,15.690503394141166,14.422819829912797,PVP01_0902700
25.251552441954313,17.08312220185367,16.239122393936313,20.30289252980032,PVP01_1101700
149.63012935371998,141.18698055061415,153.17442474280466,208.02143985451147,PVP01_1459800
0,0,0,0,PVP01_0004950
